,sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,sim_liq_density_130K,sim_liq_density_140K,sim_liq_density_150K,sim_liq_density_160K,sim_liq_density_170K,sim_vap_density_130K,sim_vap_density_140K,sim_vap_density_150K,sim_vap_density_160K,sim_vap_density_170K,sim_Pvap_130K,sim_Pvap_140K,sim_Pvap_150K,sim_Pvap_160K,sim_Pvap_170K,sim_Hvap_130K,sim_Hvap_140K,sim_Hvap_150K,sim_Hvap_160K,sim_Hvap_170K,sim_Tc,sim_rhoc,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc,is_pareto
2,0.24298756572823604,0.8841039847287782,0.9884988123550127,0.8347678817825553,389.1999071955555,371.1359581388888,352.6535592255556,331.95360502777777,305.28005769333333,4.6261786431,8.25799536861111,13.790843591777778,22.352582701777777,34.06791750488889,2.896964608455556,5.3624845247333335,9.097593593900001,14.59331140792222,21.48565841734445,536.7505080854463,504.80328015334675,468.1589225626451,423.1916656953839,367.3430469460316,190.50222893568204,156.18645925258886,26.01137001185906,9.021069256518679,1.678612111729364,3128.1993786498815,0.0038156643869725745,41.90672980839232,1.4384406949509188,16.272573708945274,13.21593889703502,13.78918055484307,0.03241486551392293,3.9797988118843817,True
16,0.4740689119426251,0.7876697107011993,0.6461224690105499,0.8386669390632285,397.67117170333336,379.46339221444447,358.75778163222225,336.06130510666674,307.6251149344444,5.775220458333333,10.313173160666668,16.51562080422222,25.811027419111117,39.55421736655556,3.579768178677777,6.5630860896000005,10.696126901555555,16.521570098044446,24.203380697455557,512.2226013308504,479.369566559439,442.3877927110478,396.7711317898523,339.1368760723394,187.66353635420037,161.30777749215346,5.794738747146478,0.12479874340332808,0.26541863977616653,925.853224391484,8.412689360605215,1.8285057107267697,0.5698342275981656,1.8693104216327825,3.0951362869356003,7.17732413334916,1.5220417527967605,0.8313183990203701,True
31,0.5975159428923084,0.7519563398749254,0.5657847777493814,0.8216658820340745,390.8662199366667,372.7010300966666,352.0236960777778,328.2596909644444,299.5637674077778,6.135700207566667,10.633355309844443,17.37168688688889,26.913037309666667,41.415127653666666,3.795303549911112,6.758998032833333,11.152522514211112,17.07492500793333,25.213727270944453,497.34723529415976,466.1702046407653,428.3499247659436,382.9883375784101,324.3516779299736,186.1351170650512,159.25622160192236,49.27855932215333,1.929656574347399,1.1521993208002788,292.46982702340824,19.61500405148072,11.585707383219944,1.8938784798287256,5.205153421079847,6.303040668105908,3.609865776805977,2.3240921343741747,2.0925724812969593,True
38,0.6554709027973195,0.4122956740265127,0.9057832575811618,0.48388030106572777,441.79234499222224,422.39924684777776,399.44825012,374.32735534777777,342.7970053722222,7.142053611944444,12.432103841300004,19.87015926955556,30.34739055344444,45.48197874644444,4.419667555255555,7.890523402266667,12.762359314655557,19.29854420544444,27.841213584444443,478.9139338467898,450.22886121985573,415.5515783609225,373.61308797859334,320.5744564167166,187.611202106425,181.1194275520396,1713.5743444937464,17.220819128912176,8.101938836829069,16.756777241620835,8.71901540030093,340.7504655489992,11.502862818223344,19.96773467026761,21.37827014882676,0.7526961221754916,1.5495045725189416,11.348473842394943,True
40,0.6598050355158165,0.684290543564796,0.8017071598112577,0.46524325412827,397.7664549933333,378.0067516966666,357.15818508555554,332.8803178388889,303.89815362222225,7.046321697733333,11.790734925988888,18.675795370444444,29.443331988,45.29743122088888,4.318611152711111,7.439211175444444,11.921955288633333,18.42028135731111,26.902467692833334,481.66121577488093,450.3166033653597,414.6993704943514,368.1245488390649,310.0525674846323,185.14453498276282,163.82216830663953,14.21521118530517,13.162796849379841,4.627086172507622,49.19797126493512,29.370601073057504,1.3506351729573907,0.920119907885689,16.114021353763963,15.894462284706613,1.6050109456845751,2.8439080924189106,0.7144770113362408,True
43,0.6707244119156853,0.712417921339244,0.9835133725516287,0.27681004576009804,389.7916807522222,371.6752771555556,351.7065355766667,328.6356042977777,301.1554053655555,6.4931618858222215,11.189691776822222,18.062192739222223,28.421724288222222,43.65241296055555,3.9962157111666663,7.070916797622222,11.527598368622222,17.749224575855557,26.04689545545555,480.5173614220217,450.5454258843426,415.2589009232717,369.53416236267975,313.2575248358176,186.22186172716061,161.75842821166287,45.922032340220824,7.094925001981956,2.558355074387571,33.05432562040063,18.854164780456536,0.812831689525397,1.8957007341613756,10.679280683184498,10.653972771732507,1.3180975774404862,2.278572171469626,0.5542676677346136,True
45,0.680403350305331,0.6849791743065209,0.5854780384366082,0.7720505764415458,395.8956178777778,379.3032580966666,357.8796526855556,334.7779675111112,307.98203150555554,5.9474355102,10.719739480233336,17.07848078211111,26.245877614666668,41.095708043,3.685631989188889,6.807590433355555,11.027811639088888,16.741043706299997,24.941954581233333,495.37381527472905,465.8646594372892,429.66634750659676,385.7736709444715,328.8158293599929,187.5910760082556,162.40698095949034,3.6103531145105356,1.2269131464349161,0.7951108117007485,304.0803800534775,8.838277060689341,0.06401863486042704,0.4777474543468845,3.9174583157956278,4.964765209174422,4.004726765653248,1.5600659052834642,0.15555086715213093,True
47,0.6867501610812955,0.7786035076764907,0.9900911265595151,0.2874026886262576,377.7239268244445,360.53716525444446,340.9536601444444,319.41714075666664,294.33835785,5.772099137266666,10.14985417952222,16.007293553555556,25.064829102666668,39.08738244399999,3.580639821322222,6.472757078,10.398054174622224,15.977422655511113,23.77468121081111,491.39301684847175,461.6706384671037,427.0238616884463,383.4640397371558,328.62789728099165,187.82238099311462,155.01170987034237,273.34430791908574,0.05193988709492823,0.05144417347823299,210.1518652469186,7.516474778915135,58.49634190741824,4.68750069144452,1.401770838012277,1.191088370834183,3.383716485061324,1.4386867440258246,4.702010408002966,True
48,0.690888017367204,0.45177614077585065,0.9613826469161489,0.3904985763884313,426.1574247955556,406.7228414544445,385.96617458,361.7193569611111,333.68274467666663,6.639613980555556,11.615721233277776,19.11916261677778,29.262324472666663,44.003742261333336,4.122137783722222,7.405371328566666,12.275213113733331,18.556050258666662,27.021068274111116,479.62862204604073,450.6570227252285,415.75550818547464,375.04429194133115,323.6249213565766,188.25673250370846,176.17248986387577,778.701269175617,10.144571380564864,5.124359525627179,23.35635758794248,5.323483299443386,182.58738232134547,7.787112912201617,14.145675730928204,15.670913198073535,1.0794655314100223,1.2107572764486105,8.307198981849115,True
50,0.7096769362610151,0.6514187940602273,0.7272638280711587,0.5506298988400424,394.8821196077777,376.4748157677778,355.8561027,332.86765056,304.66128871555554,6.689969703622222,11.334743709744444,18.594974387222223,29.43015492488889,44.197276231,4.114913570088889,7.183409130844444,11.833005111322224,18.307238847522225,26.204383362222224,481.97826665967864,451.6122487773298,414.80636006717987,369.91931336186076,313.5549104341317,186.02564176783235,163.9131376288426,10.196634262863034,10.142343520158374,3.4145223528743656,39.31469715418181,20.596695443483775,1.5703539168212761,0.7587282150747924,13.350022318441344,13.074736687815266,1.3667291771309849,2.381540181864171,0.7704030670371381,True
51,0.7114684779445142,0.6630767032028994,0.4772890019302625,0.9453439228744245,396.70918686444446,378.0942218722222,358.04894118666664,334.9131877655556,307.2849964033333,5.983835285188889,10.48682594631111,17.38106739822222,27.01989022744445,41.52469181755555,3.707405006766666,6.702451935488889,11.193442909388889,17.16259864997778,25.216053427311117,495.17360946209243,465.0386245055148,427.284269554506,383.8970304273614,327.07044797225484,187.1374856463206,162.7855760886513,4.186558746341777,2.0819568612017707,1.19869258820335,265.6042475562889,11.741000615970819,0.015769354040962778,0.49892141070664675,4.560517172216567,5.83889255982609,3.6338555821187057,1.7980911156773476,0.07720157915364222,True
52,0.7266998417721994,0.7129640673235299,0.9405653705407471,0.3164422799138326,382.2924805644445,365.02589451666665,346.04374526333334,324.24811171222217,298.84911888777776,5.956587991666666,10.253367715966666,16.791066630111107,25.501109923111112,39.920770654,3.6811611198666663,6.542597570511112,10.777749677655551,16.315742310722218,24.206417548955557,487.66793412146507,458.7756176973603,423.4620550161178,381.8710298237814,326.96324308972123,188.13361463835693,157.75226228518613,140.01800074555632,0.22716699491255107,0.2336775328886831,136.98226048970508,5.906773006088875,24.08588947740639,3.3551242381975586,1.4262402247911856,2.4668670223714972,2.73363233137729,1.2753643718871674,3.0171755285957595,True
53,0.7279246012276692,0.7341436354915353,0.7792503129978788,0.49472775578736483,379.77771711888886,362.5325319711111,343.49593756333337,322.1832392011111,297.2089866855556,5.626986481044444,9.564768014566663,15.562985854666668,24.372787342777777,37.41169157055556,3.490490063655556,6.140851173711111,10.133613749577776,15.665248780466666,23.159271652366662,496.0993587763628,466.9499926267787,432.6669206996286,389.71012248118876,336.36300223774583,188.80781326593592,155.10958860448932,198.53382454668,0.9028613957734596,0.05169504240423858,403.9482126440406,3.0841918449026355,57.008712241457516,3.9858995150800722,4.872780818303325,2.7798225833934773,4.912421929480219,0.9215731901429824,4.641836588903652,True
54,0.7326378889811714,0.6439701740948006,0.5752997191337733,0.817243198798447,398.0822959900001,380.6926854044444,361.5334122333333,338.71183235666666,313.5965603311112,5.402583263155557,9.810166389033332,15.763844411444444,24.740264896,38.07392362022222,3.376420308422222,6.299010300355556,10.266741522066663,16.016270709166665,23.598453583888883,502.1037710224695,472.1773430738345,438.24890378731186,395.18677570849417,342.6134776363752,189.74859083196858,162.66911803926746,11.902449916640304,0.3981910720404608,0.045428999046690746,663.2474717421265,0.6648921113096733,8.313864008299754e-05,0.9533682462002233,4.2643747940435395,2.61465710967994,6.356788840347454,0.4278925547487501,0.00560558174564307,True
56,0.7357166591235083,0.5167593534737668,0.8709020079225464,0.44737878233752365,407.9042095422223,390.1944130822222,368.4563553788889,345.1315831722222,316.2170946855556,6.391395641733333,11.924244815277778,18.366307238,28.288620044111116,42.47793555766666,3.958932305033333,7.525270438844445,11.780080600066666,17.969384982677774,25.93197792911111,478.17822318811204,448.2778108913068,414.11096853981843,372.68510221986116,318.7312667018814,187.2920454412431,167.44950386298171,118.3396860819558,5.638093994479052,2.8878093874356154,10.491588992596204,10.70568663457008,22.9393472535168,2.8935711753952003,11.450986137676455,12.53160767004722,0.5949930775151093,1.716984613440578,2.9444878046119007,True
57,0.7370701090374161,0.6154659072947274,0.645111570957566,0.6818305528367404,397.7754749855556,379.56625272,358.91093269444445,335.7283635544444,306.11110006777784,6.516884592466666,11.412629421944445,18.376420521000004,28.791624355444444,42.49739385344444,4.016737869666667,7.2287961286,11.750774309733332,18.038186788766662,25.76425684722222,484.1210399186048,453.41578866908884,418.14933372949275,372.78007594206633,318.1667201366105,186.4178351225659,163.47197105354567,8.369256116074798,6.022574276002016,2.6498415236586603,50.02665889771995,17.19068319086815,0.6592969917960753,0.7064660302801501,11.281463197059564,11.807571814317315,1.313743534188652,2.1757335474875124,0.4991829912367368,True
58,0.7415338828745811,0.4054540465887887,0.812226649556344,0.640510488075167,422.85753387777777,403.39158629,382.08303241,357.9200336044444,328.6029527022222,6.801438633755556,11.6111478981,18.164437635888888,28.617282163555554,42.21766010833333,4.2059083601,7.3962455209,11.757172279144443,18.278145505055555,26.103383247222222,479.33593513720524,450.7603516296889,417.3188215837994,375.3337600217525,323.8949639493774,188.03204627582366,172.43628778992667,582.6748607204013,5.4328203586743395,3.3211048738067994,25.895315187399547,6.410789661370401,95.57580295146929,6.672698947614927,12.083598413122875,13.964940595168288,1.1799010021041323,1.3286631914613112,6.010259307713433,True
59,0.7473197541172473,0.6018844963075953,0.550640353763305,0.8522852593255408,400.9354961177778,382.3365171833333,361.7353670511111,337.79539942444444,310.92268235111106,6.333965084966667,11.020270057133336,17.607162646888888,27.46124360822222,42.32084223099999,3.9090526796,7.002835992744445,11.342706235055555,17.448782956755554,25.509660863555556,488.6985731842183,458.24310360808875,422.88537002195187,378.83838826576897,323.53619132357943,187.08201683235518,164.60293756157182,18.90515781255919,3.6079530280311163,1.7171568882098494,121.75547422670097,12.124206779761808,3.7750063681666663,0.96997783051152,7.815621033597267,8.77256312631896,2.3485024979870066,1.827198824355499,1.1944777828426314,True
61,0.747938817529138,0.6307473354667761,0.8701756467680859,0.3971215454468136,391.79044425333336,373.0464295511112,352.64576155777775,330.78045872555555,306.1791466955556,6.337144688633334,10.5284569248,16.933412966333332,26.479366260333336,42.16193016655556,3.9065314775888895,6.720856903566667,10.936867783377778,16.89084706101111,25.30620724388889,484.04616413984456,455.2919628917526,419.6817215375285,378.14383068330346,321.85914947726394,187.57282133477096,162.03840242753,19.306562725403147,2.4005245810110845,1.0944315276762717,66.8823329869095,8.947149807321315,0.38638354210059006,1.2178576517637818,5.176858585249759,6.223167776290571,1.7214636268140397,1.5696451928113542,0.3821453169002794,True
62,0.7494359834885873,0.6013490800916135,0.9712202567021876,0.3298364860621949,397.6111125000001,380.0742445133333,361.9132549711111,338.93810909666666,316.48579992333333,5.751581932800001,9.571676643211111,16.01541067311111,23.72125578611111,38.39049848399999,3.5749721907888894,6.177569412455555,10.404079868455556,15.491304994666669,23.751298281222223,493.48098444645206,466.6566648773571,433.37654017666085,392.9736902735292,341.57222024007507,190.8446865833806,163.53189079535534,16.372600199638192,0.7170780713472895,0.09369407875490851,447.17403958180483,0.07878495808987454,0.7601935590253694,1.1174178993713795,3.899414252079621,2.215354683712361,5.323307224915753,0.1472925544072333,0.5360204078171285,True
63,0.7710334361844592,0.4912905858920288,0.6771844159855852,0.7479283345135685,409.0662225711112,390.2940017222222,369.9406574866667,346.2162545133333,319.0154792633333,6.808351886444445,11.57492050268889,18.70424515733333,29.024523325,43.82915498766666,4.200574439666666,7.329484995888889,11.968958528833332,18.299676004977776,26.545589130777774,480.65111986828816,450.5735670564738,416.1197189605096,373.4371223855115,320.1855821940922,187.48167677787401,169.58053285239757,144.32317705464305,9.039450851684595,3.9768975578836945,23.498399428148005,9.500716445657075,47.89377496111406,3.285535206251237,13.84440152153745,14.541836467644448,0.8498803337201374,1.6174740360855033,4.254600302715831,True
64,0.7750357043333275,0.43621810369251746,0.745393088086224,0.7048658540694273,411.8988869077778,393.1139672455556,372.65971428222224,349.5953200544444,322.2533252233334,6.632979480955556,11.5075181003,18.726844893666662,29.333015359111112,45.49063413388889,4.103203161144445,7.320260516255557,12.007527639944444,18.490537810555555,27.11548789944445,477.0956939298454,449.22964733242355,413.87717859206185,371.5804762205544,316.5619166112469,187.4999404298814,172.25832772613902,223.05917238135675,13.2189577851947,4.9769672801275275,11.676137043914164,9.388461049235302,92.12789513836903,4.140413991235391,14.24849507056544,14.786364737025398,0.7307606277129669,1.607890037005199,5.900853145296335,True
65,0.7762826034529982,0.6120709517879801,0.6586554090296171,0.7003796220650933,394.84770997777775,376.60034263666665,358.3706996533333,336.83685995444444,311.1591958922222,5.680714152566667,9.62712141641111,16.409327662000003,25.218617800666667,37.893065561666674,3.5327984977777773,6.204023636433333,10.6009113464,16.185693251866667,23.489541033077774,497.0194490112686,467.79471010929524,432.8817112676862,391.8022691508727,340.4154537283028,189.8742501699246,161.9194324435427,0.33175786027390947,0.31340726526049456,0.04319413682481797,467.0106736387037,0.47575482808902286,0.5484403056771471,0.15540221395438467,2.81931773162092,2.3088646153033734,5.365210540231269,0.361951801009312,0.45528559969095495,True
66,0.7833486081095744,0.6299186685539007,0.788770253407588,0.5103209958878298,388.0256767777778,370.8683677177778,351.80837126888895,330.8744401244444,305.9899298944444,5.559448694211111,9.70203243321111,15.981194947555554,24.229528518111117,36.74227150411111,3.4623604518444444,6.223393503011111,10.356753595277777,15.647720373077778,23.001424759888884,493.764955850295,465.5670521968423,430.80754969431973,390.80828885988177,340.28615908896035,190.04254695649462,158.5166162897442,31.837131597569417,1.3617494306675835,0.047157389005968595,392.83770901694936,0.27191327658101805,17.167628570413036,1.5779236594407633,4.772369659680232,2.404007819674369,4.965214436187546,0.2736367013210127,2.5472665131290975,True
67,0.7897322257175784,0.40816942921729404,0.6227568195406924,0.999957468908213,419.50859869,400.1627986411111,380.0198363044445,355.9371455233333,329.2319675933333,6.315512787344444,10.822528979922222,17.74296074688889,27.391261843555554,41.749640380555554,3.920372831966666,6.942954221922221,11.4751547567,17.546853447888886,25.860782807111114,486.62465804138515,458.37315594694843,423.998262093475,382.60334880521214,330.9996780337432,188.9107077163426,172.16786720477828,483.32051944296575,2.8610672573065057,2.1575081203665376,147.8418299467358,2.7333753752010312,90.39953878369832,6.138673382227106,7.182426395499708,9.326930818415105,2.988723653834254,0.8675784952338212,5.845239889818197,True
68,0.8143793780262911,0.47147161682067545,0.6081244533959268,0.9116535309189198,405.0776740166667,386.2853209677778,365.4775812222222,342.42392387777784,315.4536196222222,6.4708474634333335,10.915281081266668,17.323924445888892,27.06384848744445,41.80071665911111,4.000610701766666,6.970625969322222,11.215785424855556,17.314035664255556,25.49575051931111,482.9642487565321,454.5047375636886,420.1783869941049,377.3725394844373,323.7593127527094,187.83370505721004,166.04537677027218,65.96333326975555,2.5267887261884754,1.5843606627253035,60.520408823488154,7.454510474624395,11.460775876698552,2.1659991199355013,7.139580914638496,8.745313875283166,1.7415412249518796,1.4327443498194588,2.081259541541982,True
69,0.8250825166289874,0.44454452935390076,0.6908080088603334,0.8417453127064851,405.3147177511111,387.5806599255555,367.8217399322222,346.1324556833333,321.93004078888896,6.021633661255556,9.968142025066667,16.219405657777777,25.200113188777777,38.78187191088889,3.7442429029,6.405848617766667,10.5755574082,16.328332589966664,24.17642840411111,490.3017284397598,462.6834509325373,429.75968420032115,389.76214745547696,339.76711612161176,190.67573795056487,166.5733908890486,113.4809775554971,0.02345854313037512,0.20000741373966427,324.1937524016445,0.012485369596437956,15.31462825048859,3.01547095235494,0.8750349284921074,2.0221352421838668,4.549513274096137,0.05863539313032514,2.4058716888285994,True
